,ID,num_facts,model,dataset,note_type,prompt
69,69,22,llama3,coral,pdac,PROMPT2_ICL
70,70,23,llama3,coral,pdac,PROMPT2_ICL
71,71,34,llama3,coral,pdac,PROMPT2_ICL
72,72,27,llama3,coral,pdac,PROMPT2_ICL
73,73,45,llama3,coral,pdac,PROMPT2_ICL
74,74,22,llama3,coral,pdac,PROMPT2_ICL
75,75,24,llama3,coral,pdac,PROMPT2_ICL
76,76,15,llama3,coral,pdac,PROMPT2_ICL
77,77,25,llama3,coral,pdac,PROMPT2_ICL
78,78,19,llama3,coral,pdac,PROMPT2_ICL
79,79,26,llama3,coral,pdac,PROMPT2_ICL
80,80,23,llama3,coral,pdac,PROMPT2_ICL
81,81,13,llama3,coral,pdac,PROMPT2_ICL
82,82,25,llama3,coral,pdac,PROMPT2_ICL
83,83,25,llama3,coral,pdac,PROMPT2_ICL
84,84,25,llama3,coral,pdac,PROMPT2_ICL
85,85,34,llama3,coral,pdac,PROMPT2_ICL
86,86,17,llama3,coral,pdac,PROMPT2_ICL
87,87,18,llama3,coral,pdac,PROMPT2_ICL
88,88,21,llama3,coral,pdac,PROMPT2_ICL
89,89,21,llama3,coral,pdac,PROMPT2_ICL
90,90,29,llama3,coral,pdac,PROMPT2_ICL
91,91,15,llama3,coral,pdac,PROMPT2_ICL
92,92,25,llama3,coral,pdac,PROMPT2_ICL
93,93,26,llama3,coral,pdac,PROMPT2_ICL
94,94,19,llama3,coral,pdac,PROMPT2_ICL
95,95,22,llama3,coral,pdac,PROMPT2_ICL
96,96,14,llama3,coral,pdac,PROMPT2_ICL
97,97,15,llama3,coral,pdac,PROMPT2_ICL
98,98,26,llama3,coral,pdac,PROMPT2_ICL
99,99,23,llama3,coral,pdac,PROMPT2_ICL
100,100,20,llama3,coral,pdac,PROMPT2_ICL
101,101,23,llama3,coral,pdac,PROMPT2_ICL
102,102,27,llama3,coral,pdac,PROMPT2_ICL
103,103,25,llama3,coral,pdac,PROMPT2_ICL
104,104,31,llama3,coral,pdac,PROMPT2_ICL
105,105,32,llama3,coral,pdac,PROMPT2_ICL
106,106,15,llama3,coral,pdac,PROMPT2_ICL
107,107,11,llama3,coral,pdac,PROMPT2_ICL
108,108,18,llama3,coral,pdac,PROMPT2_ICL
109,109,26,llama3,coral,pdac,PROMPT2_ICL
110,110,13,llama3,coral,pdac,PROMPT2_ICL
111,111,15,llama3,coral,pdac,PROMPT2_ICL
112,112,17,llama3,coral,pdac,PROMPT2_ICL
113,113,17,llama3,coral,pdac,PROMPT2_ICL
114,114,15,llama3,coral,pdac,PROMPT2_ICL
115,115,16,llama3,coral,pdac,PROMPT2_ICL
116,116,9,llama3,coral,pdac,PROMPT2_ICL
117,117,21,llama3,coral,pdac,PROMPT2_ICL
118,118,21,llama3,coral,pdac,PROMPT2_ICL
119,119,21,llama3,coral,pdac,PROMPT2_ICL
120,120,20,llama3,coral,pdac,PROMPT2_ICL
121,121,22,llama3,coral,pdac,PROMPT2_ICL
122,122,49,llama3,coral,pdac,PROMPT2_ICL
123,123,18,llama3,coral,pdac,PROMPT2_ICL
124,124,7,llama3,coral,pdac,PROMPT2_ICL
125,125,19,llama3,coral,pdac,PROMPT2_ICL
126,126,18,llama3,coral,pdac,PROMPT2_ICL
127,127,18,llama3,coral,pdac,PROMPT2_ICL
128,128,41,llama3,coral,pdac,PROMPT2_ICL
129,129,18,llama3,coral,pdac,PROMPT2_ICL
130,130,21,llama3,coral,pdac,PROMPT2_ICL
131,131,19,llama3,coral,pdac,PROMPT2_ICL
132,132,14,llama3,coral,pdac,PROMPT2_ICL
133,133,18,llama3,coral,pdac,PROMPT2_ICL
134,134,21,llama3,coral,pdac,PROMPT2_ICL
135,135,18,llama3,coral,pdac,PROMPT2_ICL
136,136,27,llama3,coral,pdac,PROMPT2_ICL
137,137,15,llama3,coral,pdac,PROMPT2_ICL
138,138,32,llama3,coral,pdac,PROMPT2_ICL
139,139,46,llama3,coral,pdac,PROMPT2_ICL
140,140,17,llama3,coral,pdac,PROMPT2_ICL
141,141,19,llama3,coral,pdac,PROMPT2_ICL
142,142,26,llama3,coral,pdac,PROMPT2_ICL
143,143,17,llama3,coral,pdac,PROMPT2_ICL
144,144,22,llama3,coral,pdac,PROMPT2_ICL
145,145,18,llama3,coral,pdac,PROMPT2_ICL
146,146,24,llama3,coral,pdac,PROMPT2_ICL
147,147,16,llama3,coral,pdac,PROMPT2_ICL
148,148,31,llama3,coral,pdac,PROMPT2_ICL
149,149,14,llama3,coral,pdac,PROMPT2_ICL
150,150,19,llama3,coral,pdac,PROMPT2_ICL
151,151,21,llama3,coral,pdac,PROMPT2_ICL
152,152,21,llama3,coral,pdac,PROMPT2_ICL
153,153,43,llama3,coral,pdac,PROMPT2_ICL
154,154,22,llama3,coral,pdac,PROMPT2_ICL
155,155,38,llama3,coral,pdac,PROMPT2_ICL
156,156,19,llama3,coral,pdac,PROMPT2_ICL
157,157,23,llama3,coral,pdac,PROMPT2_ICL
158,158,14,llama3,coral,pdac,PROMPT2_ICL
159,159,19,llama3,coral,pdac,PROMPT2_ICL
160,160,12,llama3,coral,pdac,PROMPT2_ICL
161,161,18,llama3,coral,pdac,PROMPT2_ICL
162,162,15,llama3,coral,pdac,PROMPT2_ICL
163,163,20,llama3,coral,pdac,PROMPT2_ICL
164,164,33,llama3,coral,pdac,PROMPT2_ICL
165,165,27,llama3,coral,pdac,PROMPT2_ICL
166,166,21,llama3,coral,pdac,PROMPT2_ICL
167,167,21,llama3,coral,pdac,PROMPT2_ICL
168,168,14,llama3,coral,pdac,PROMPT2_ICL
169,169,14,llama3,coral,pdac,PROMPT2_ICL
170,170,24,llama3,coral,pdac,PROMPT2_ICL
171,171,23,llama3,coral,pdac,PROMPT2_ICL
172,172,22,llama3,coral,pdac,PROMPT2_ICL
173,173,28,llama3,coral,pdac,PROMPT2_ICL
174,174,34,llama3,coral,pdac,PROMPT2_ICL
175,175,47,llama3,coral,pdac,PROMPT2_ICL
176,176,15,llama3,coral,pdac,PROMPT2_ICL
177,177,16,llama3,coral,pdac,PROMPT2_ICL
178,178,42,llama3,coral,pdac,PROMPT2_ICL
179,179,11,llama3,coral,pdac,PROMPT2_ICL
180,180,13,llama3,coral,pdac,PROMPT2_ICL
181,181,15,llama3,coral,pdac,PROMPT2_ICL
182,182,21,llama3,coral,pdac,PROMPT2_ICL
183,183,17,llama3,coral,pdac,PROMPT2_ICL
184,184,15,llama3,coral,pdac,PROMPT2_ICL
185,185,18,llama3,coral,pdac,PROMPT2_ICL
186,186,28,llama3,coral,pdac,PROMPT2_ICL
187,187,58,llama3,coral,pdac,PROMPT2_ICL
188,188,19,llama3,coral,pdac,PROMPT2_ICL
189,189,21,llama3,coral,pdac,PROMPT2_ICL
190,190,33,llama3,coral,pdac,PROMPT2_ICL
191,191,22,llama3,coral,pdac,PROMPT2_ICL
192,192,40,llama3,coral,pdac,PROMPT2_ICL
193,193,20,llama3,coral,pdac,PROMPT2_ICL
194,194,17,llama3,coral,pdac,PROMPT2_ICL
195,195,19,llama3,coral,pdac,PROMPT2_ICL
196,196,20,llama3,coral,pdac,PROMPT2_ICL
197,197,16,llama3,coral,pdac,PROMPT2_ICL
198,198,16,llama3,coral,pdac,PROMPT2_ICL
199,199,23,llama3,coral,pdac,PROMPT2_ICL
200,200,33,llama3,coral,pdac,PROMPT2_ICL
201,201,12,llama3,coral,pdac,PROMPT2_ICL
202,202,16,llama3,coral,pdac,PROMPT2_ICL
203,203,31,llama3,coral,pdac,PROMPT2_ICL
204,204,31,llama3,coral,pdac,PROMPT2_ICL
205,205,27,llama3,coral,pdac,PROMPT2_ICL
206,206,16,llama3,coral,pdac,PROMPT2_ICL
207,207,22,llama3,coral,pdac,PROMPT2_ICL
208,208,17,llama3,coral,pdac,PROMPT2_ICL
209,209,16,llama3,coral,pdac,PROMPT2_ICL
210,210,15,llama3,coral,pdac,PROMPT2_ICL
211,211,21,llama3,coral,pdac,PROMPT2_ICL
212,212,17,llama3,coral,pdac,PROMPT2_ICL
213,213,24,llama3,coral,pdac,PROMPT2_ICL
214,214,25,llama3,coral,pdac,PROMPT2_ICL
215,215,19,llama3,coral,pdac,PROMPT2_ICL
216,216,29,llama3,coral,pdac,PROMPT2_ICL
217,217,29,llama3,coral,pdac,PROMPT2_ICL
218,218,29,llama3,coral,pdac,PROMPT2_ICL
219,219,20,llama3,coral,pdac,PROMPT2_ICL
220,220,35,llama3,coral,pdac,PROMPT2_ICL
221,221,17,llama3,coral,pdac,PROMPT2_ICL
222,222,26,llama3,coral,pdac,PROMPT2_ICL
223,223,45,llama3,coral,pdac,PROMPT2_ICL
224,224,28,llama3,coral,pdac,PROMPT2_ICL
225,225,17,llama3,coral,pdac,PROMPT2_ICL
226,226,25,llama3,coral,pdac,PROMPT2_ICL
227,227,20,llama3,coral,pdac,PROMPT2_ICL
228,228,19,llama3,coral,pdac,PROMPT2_ICL
229,229,23,llama3,coral,pdac,PROMPT2_ICL
230,230,16,llama3,coral,pdac,PROMPT2_ICL
0,0,15,llama3,coral,pdac,PROMPT1
1,1,13,llama3,coral,pdac,PROMPT1
2,2,15,llama3,coral,pdac,PROMPT1
3,3,14,llama3,coral,pdac,PROMPT1
4,4,25,llama3,coral,pdac,PROMPT1
5,5,18,llama3,coral,pdac,PROMPT1
6,6,16,llama3,coral,pdac,PROMPT1
7,7,15,llama3,coral,pdac,PROMPT1
8,8,11,llama3,coral,pdac,PROMPT1
9,9,13,llama3,coral,pdac,PROMPT1
10,10,21,llama3,coral,pdac,PROMPT1
11,11,19,llama3,coral,pdac,PROMPT1
12,12,22,llama3,coral,pdac,PROMPT1
13,13,17,llama3,coral,pdac,PROMPT1
14,14,14,llama3,coral,pdac,PROMPT1
15,15,12,llama3,coral,pdac,PROMPT1
16,16,39,llama3,coral,pdac,PROMPT1
17,17,12,llama3,coral,pdac,PROMPT1
18,18,17,llama3,coral,pdac,PROMPT1
19,19,27,llama3,coral,pdac,PROMPT1
20,20,25,llama3,coral,pdac,PROMPT1
21,21,11,llama3,coral,pdac,PROMPT1
22,22,25,llama3,coral,pdac,PROMPT1
23,23,15,llama3,coral,pdac,PROMPT1
24,24,11,llama3,coral,pdac,PROMPT1
25,25,15,llama3,coral,pdac,PROMPT1
26,26,15,llama3,coral,pdac,PROMPT1
27,27,14,llama3,coral,pdac,PROMPT1
28,28,11,llama3,coral,pdac,PROMPT1
29,29,12,llama3,coral,pdac,PROMPT1
30,30,17,llama3,coral,pdac,PROMPT1
31,31,20,llama3,coral,pdac,PROMPT1
32,32,26,llama3,coral,pdac,PROMPT1
33,33,32,llama3,coral,pdac,PROMPT1
34,34,11,llama3,coral,pdac,PROMPT1
35,35,14,llama3,coral,pdac,PROMPT1
36,36,34,llama3,coral,pdac,PROMPT1
37,37,21,llama3,coral,pdac,PROMPT1
38,38,21,llama3,coral,pdac,PROMPT1
39,39,15,llama3,coral,pdac,PROMPT1
40,40,11,llama3,coral,pdac,PROMPT1
41,41,13,llama3,coral,pdac,PROMPT1
42,42,16,llama3,coral,pdac,PROMPT1
43,43,20,llama3,coral,pdac,PROMPT1
44,44,14,llama3,coral,pdac,PROMPT1
45,45,19,llama3,coral,pdac,PROMPT1
46,46,26,llama3,coral,pdac,PROMPT1
47,47,31,llama3,coral,pdac,PROMPT1
48,48,12,llama3,coral,pdac,PROMPT1
49,49,14,llama3,coral,pdac,PROMPT1
50,50,11,llama3,coral,pdac,PROMPT1
51,51,16,llama3,coral,pdac,PROMPT1
52,52,12,llama3,coral,pdac,PROMPT1
53,53,11,llama3,coral,pdac,PROMPT1
54,54,6,llama3,coral,pdac,PROMPT1
55,55,13,llama3,coral,pdac,PROMPT1
56,56,14,llama3,coral,pdac,PROMPT1
57,57,38,llama3,coral,pdac,PROMPT1
58,58,21,llama3,coral,pdac,PROMPT1
59,59,33,llama3,coral,pdac,PROMPT1
60,60,24,llama3,coral,pdac,PROMPT1
61,61,11,llama3,coral,pdac,PROMPT1
62,62,14,llama3,coral,pdac,PROMPT1
63,63,12,llama3,coral,pdac,PROMPT1
64,64,14,llama3,coral,pdac,PROMPT1
65,65,15,llama3,coral,pdac,PROMPT1
66,66,14,llama3,coral,pdac,PROMPT1
67,67,8,llama3,coral,pdac,PROMPT1
68,68,11,llama3,coral,pdac,PROMPT1
69,69,13,llama3,coral,pdac,PROMPT1
70,70,13,llama3,coral,pdac,PROMPT1
71,71,23,llama3,coral,pdac,PROMPT1
72,72,25,llama3,coral,pdac,PROMPT1
73,73,137,llama3,coral,pdac,PROMPT1
74,74,17,llama3,coral,pdac,PROMPT1
75,75,17,llama3,coral,pdac,PROMPT1
76,76,10,llama3,coral,pdac,PROMPT1
77,77,17,llama3,coral,pdac,PROMPT1
78,78,10,llama3,coral,pdac,PROMPT1
79,79,14,llama3,coral,pdac,PROMPT1
80,80,15,llama3,coral,pdac,PROMPT1
81,81,11,llama3,coral,pdac,PROMPT1
82,82,18,llama3,coral,pdac,PROMPT1
83,83,22,llama3,coral,pdac,PROMPT1
84,84,19,llama3,coral,pdac,PROMPT1
85,85,34,llama3,coral,pdac,PROMPT1
86,86,12,llama3,coral,pdac,PROMPT1
87,87,18,llama3,coral,pdac,PROMPT1
88,88,12,llama3,coral,pdac,PROMPT1
89,89,14,llama3,coral,pdac,PROMPT1
90,90,11,llama3,coral,pdac,PROMPT1
91,91,11,llama3,coral,pdac,PROMPT1
92,92,12,llama3,coral,pdac,PROMPT1
93,93,10,llama3,coral,pdac,PROMPT1
94,94,10,llama3,coral,pdac,PROMPT1
95,95,14,llama3,coral,pdac,PROMPT1
96,96,11,llama3,coral,pdac,PROMPT1
97,97,14,llama3,coral,pdac,PROMPT1
98,98,15,llama3,coral,pdac,PROMPT1
99,99,15,llama3,coral,pdac,PROMPT1
100,100,21,llama3,coral,pdac,PROMPT1
101,101,23,llama3,coral,pdac,PROMPT1
102,102,24,llama3,coral,pdac,PROMPT1
103,103,11,llama3,coral,pdac,PROMPT1
104,104,18,llama3,coral,pdac,PROMPT1
105,105,30,llama3,coral,pdac,PROMPT1
106,106,15,llama3,coral,pdac,PROMPT1
107,107,11,llama3,coral,pdac,PROMPT1
108,108,17,llama3,coral,pdac,PROMPT1
109,109,26,llama3,coral,pdac,PROMPT1
110,110,9,llama3,coral,pdac,PROMPT1
111,111,12,llama3,coral,pdac,PROMPT1
112,112,11,llama3,coral,pdac,PROMPT1
113,113,17,llama3,coral,pdac,PROMPT1
114,114,13,llama3,coral,pdac,PROMPT1
115,115,11,llama3,coral,pdac,PROMPT1
116,116,8,llama3,coral,pdac,PROMPT1
117,117,15,llama3,coral,pdac,PROMPT1
118,118,15,llama3,coral,pdac,PROMPT1
119,119,17,llama3,coral,pdac,PROMPT1
120,120,17,llama3,coral,pdac,PROMPT1
121,121,26,llama3,coral,pdac,PROMPT1
122,122,48,llama3,coral,pdac,PROMPT1
123,123,12,llama3,coral,pdac,PROMPT1
124,124,6,llama3,coral,pdac,PROMPT1
125,125,15,llama3,coral,pdac,PROMPT1
126,126,13,llama3,coral,pdac,PROMPT1
127,127,28,llama3,coral,pdac,PROMPT1
128,128,23,llama3,coral,pdac,PROMPT1
129,129,15,llama3,coral,pdac,PROMPT1
130,130,22,llama3,coral,pdac,PROMPT1
131,131,14,llama3,coral,pdac,PROMPT1
132,132,10,llama3,coral,pdac,PROMPT1
133,133,13,llama3,coral,pdac,PROMPT1
134,134,15,llama3,coral,pdac,PROMPT1
135,135,13,llama3,coral,pdac,PROMPT1
136,136,16,llama3,coral,pdac,PROMPT1
137,137,17,llama3,coral,pdac,PROMPT1
138,138,31,llama3,coral,pdac,PROMPT1
139,139,65,llama3,coral,pdac,PROMPT1
140,140,14,llama3,coral,pdac,PROMPT1
141,141,18,llama3,coral,pdac,PROMPT1
142,142,18,llama3,coral,pdac,PROMPT1
143,143,13,llama3,coral,pdac,PROMPT1
144,144,15,llama3,coral,pdac,PROMPT1
145,145,14,llama3,coral,pdac,PROMPT1
146,146,9,llama3,coral,pdac,PROMPT1
147,147,12,llama3,coral,pdac,PROMPT1
148,148,30,llama3,coral,pdac,PROMPT1
149,149,10,llama3,coral,pdac,PROMPT1
150,150,14,llama3,coral,pdac,PROMPT1
151,151,15,llama3,coral,pdac,PROMPT1
152,152,15,llama3,coral,pdac,PROMPT1
153,153,45,llama3,coral,pdac,PROMPT1
154,154,23,llama3,coral,pdac,PROMPT1
155,155,50,llama3,coral,pdac,PROMPT1
156,156,13,llama3,coral,pdac,PROMPT1
157,157,19,llama3,coral,pdac,PROMPT1
158,158,14,llama3,coral,pdac,PROMPT1
159,159,14,llama3,coral,pdac,PROMPT1
160,160,10,llama3,coral,pdac,PROMPT1
161,161,16,llama3,coral,pdac,PROMPT1
162,162,13,llama3,coral,pdac,PROMPT1
163,163,17,llama3,coral,pdac,PROMPT1
164,164,36,llama3,coral,pdac,PROMPT1
165,165,17,llama3,coral,pdac,PROMPT1
166,166,16,llama3,coral,pdac,PROMPT1
167,167,12,llama3,coral,pdac,PROMPT1
168,168,11,llama3,coral,pdac,PROMPT1
169,169,9,llama3,coral,pdac,PROMPT1
170,170,23,llama3,coral,pdac,PROMPT1
171,171,17,llama3,coral,pdac,PROMPT1
172,172,22,llama3,coral,pdac,PROMPT1
173,173,24,llama3,coral,pdac,PROMPT1
174,174,15,llama3,coral,pdac,PROMPT1
175,175,38,llama3,coral,pdac,PROMPT1
176,176,15,llama3,coral,pdac,PROMPT1
177,177,16,llama3,coral,pdac,PROMPT1
178,178,30,llama3,coral,pdac,PROMPT1
179,179,9,llama3,coral,pdac,PROMPT1
180,180,9,llama3,coral,pdac,PROMPT1
181,181,14,llama3,coral,pdac,PROMPT1
182,182,16,llama3,coral,pdac,PROMPT1
183,183,14,llama3,coral,pdac,PROMPT1
184,184,14,llama3,coral,pdac,PROMPT1
185,185,28,llama3,coral,pdac,PROMPT1
186,186,44,llama3,coral,pdac,PROMPT1
187,187,38,llama3,coral,pdac,PROMPT1
188,188,15,llama3,coral,pdac,PROMPT1
189,189,9,llama3,coral,pdac,PROMPT1
190,190,36,llama3,coral,pdac,PROMPT1
191,191,29,llama3,coral,pdac,PROMPT1
192,192,21,llama3,coral,pdac,PROMPT1
193,193,11,llama3,coral,pdac,PROMPT1
194,194,11,llama3,coral,pdac,PROMPT1
195,195,9,llama3,coral,pdac,PROMPT1
196,196,14,llama3,coral,pdac,PROMPT1
197,197,17,llama3,coral,pdac,PROMPT1
198,198,15,llama3,coral,pdac,PROMPT1
199,199,13,llama3,coral,pdac,PROMPT1
200,200,28,llama3,coral,pdac,PROMPT1
201,201,12,llama3,coral,pdac,PROMPT1
202,202,13,llama3,coral,pdac,PROMPT1
203,203,35,llama3,coral,pdac,PROMPT1
204,204,19,llama3,coral,pdac,PROMPT1
205,205,13,llama3,coral,pdac,PROMPT1
206,206,12,llama3,coral,pdac,PROMPT1
207,207,16,llama3,coral,pdac,PROMPT1
208,208,9,llama3,coral,pdac,PROMPT1
209,209,16,llama3,coral,pdac,PROMPT1
210,210,15,llama3,coral,pdac,PROMPT1
211,211,13,llama3,coral,pdac,PROMPT1
212,212,18,llama3,coral,pdac,PROMPT1
213,213,13,llama3,coral,pdac,PROMPT1
214,214,15,llama3,coral,pdac,PROMPT1
215,215,20,llama3,coral,pdac,PROMPT1
216,216,33,llama3,coral,pdac,PROMPT1
217,217,18,llama3,coral,pdac,PROMPT1
218,218,18,llama3,coral,pdac,PROMPT1
219,219,9,llama3,coral,pdac,PROMPT1
220,220,16,llama3,coral,pdac,PROMPT1
221,221,12,llama3,coral,pdac,PROMPT1
222,222,14,llama3,coral,pdac,PROMPT1
223,223,35,llama3,coral,pdac,PROMPT1
224,224,12,llama3,coral,pdac,PROMPT1
225,225,20,llama3,coral,pdac,PROMPT1
226,226,18,llama3,coral,pdac,PROMPT1
227,227,11,llama3,coral,pdac,PROMPT1
228,228,11,llama3,coral,pdac,PROMPT1
229,229,13,llama3,coral,pdac,PROMPT1
230,230,12,llama3,coral,pdac,PROMPT1
0,0,20,llama3,coral,breastca,PROMPT1_ICL
1,1,24,llama3,coral,breastca,PROMPT1_ICL
2,2,33,llama3,coral,breastca,PROMPT1_ICL
3,3,23,llama3,coral,breastca,PROMPT1_ICL
4,4,51,llama3,coral,breastca,PROMPT1_ICL
5,5,38,llama3,coral,breastca,PROMPT1_ICL
6,6,23,llama3,coral,breastca,PROMPT1_ICL
7,7,24,llama3,coral,breastca,PROMPT1_ICL
8,8,18,llama3,coral,breastca,PROMPT1_ICL
9,9,20,llama3,coral,breastca,PROMPT1_ICL
10,10,25,llama3,coral,breastca,PROMPT1_ICL
11,11,18,llama3,coral,breastca,PROMPT1_ICL
12,12,22,llama3,coral,breastca,PROMPT1_ICL
13,13,30,llama3,coral,breastca,PROMPT1_ICL
14,14,70,llama3,coral,breastca,PROMPT1_ICL
15,15,47,llama3,coral,breastca,PROMPT1_ICL
16,16,25,llama3,coral,breastca,PROMPT1_ICL
17,17,15,llama3,coral,breastca,PROMPT1_ICL
18,18,24,llama3,coral,breastca,PROMPT1_ICL
19,19,20,llama3,coral,breastca,PROMPT1_ICL
20,20,23,llama3,coral,breastca,PROMPT1_ICL
21,21,46,llama3,coral,breastca,PROMPT1_ICL
22,22,20,llama3,coral,breastca,PROMPT1_ICL
23,23,19,llama3,coral,breastca,PROMPT1_ICL
24,24,22,llama3,coral,breastca,PROMPT1_ICL
25,25,31,llama3,coral,breastca,PROMPT1_ICL
26,26,26,llama3,coral,breastca,PROMPT1_ICL
27,27,20,llama3,coral,breastca,PROMPT1_ICL
28,28,31,llama3,coral,breastca,PROMPT1_ICL
29,29,20,llama3,coral,breastca,PROMPT1_ICL
30,30,33,llama3,coral,breastca,PROMPT1_ICL
31,31,26,llama3,coral,breastca,PROMPT1_ICL
32,32,20,llama3,coral,breastca,PROMPT1_ICL
33,33,23,llama3,coral,breastca,PROMPT1_ICL
34,34,15,llama3,coral,breastca,PROMPT1_ICL
35,35,31,llama3,coral,breastca,PROMPT1_ICL
36,36,26,llama3,coral,breastca,PROMPT1_ICL
37,37,25,llama3,coral,breastca,PROMPT1_ICL
38,38,21,llama3,coral,breastca,PROMPT1_ICL
39,39,23,llama3,coral,breastca,PROMPT1_ICL
40,40,24,llama3,coral,breastca,PROMPT1_ICL
41,41,18,llama3,coral,breastca,PROMPT1_ICL
42,42,23,llama3,coral,breastca,PROMPT1_ICL
43,43,20,llama3,coral,breastca,PROMPT1_ICL
44,44,23,llama3,coral,breastca,PROMPT1_ICL
45,45,11,llama3,coral,breastca,PROMPT1_ICL
46,46,19,llama3,coral,breastca,PROMPT1_ICL
47,47,20,llama3,coral,breastca,PROMPT1_ICL
48,48,17,llama3,coral,breastca,PROMPT1_ICL
49,49,43,llama3,coral,breastca,PROMPT1_ICL
50,50,23,llama3,coral,breastca,PROMPT1_ICL
51,51,48,llama3,coral,breastca,PROMPT1_ICL
52,52,24,llama3,coral,breastca,PROMPT1_ICL
53,53,17,llama3,coral,breastca,PROMPT1_ICL
54,54,29,llama3,coral,breastca,PROMPT1_ICL
55,55,10,llama3,coral,breastca,PROMPT1_ICL
56,56,21,llama3,coral,breastca,PROMPT1_ICL
57,57,29,llama3,coral,breastca,PROMPT1_ICL
58,58,28,llama3,coral,breastca,PROMPT1_ICL
59,59,22,llama3,coral,breastca,PROMPT1_ICL
60,60,23,llama3,coral,breastca,PROMPT1_ICL
61,61,23,llama3,coral,breastca,PROMPT1_ICL
62,62,28,llama3,coral,breastca,PROMPT1_ICL
63,63,19,llama3,coral,breastca,PROMPT1_ICL
64,64,101,llama3,coral,breastca,PROMPT1_ICL
65,65,26,llama3,coral,breastca,PROMPT1_ICL
66,66,27,llama3,coral,breastca,PROMPT1_ICL
67,67,49,llama3,coral,breastca,PROMPT1_ICL
68,68,22,llama3,coral,breastca,PROMPT1_ICL
69,69,42,llama3,coral,breastca,PROMPT1_ICL
70,70,105,llama3,coral,breastca,PROMPT1_ICL
71,71,19,llama3,coral,breastca,PROMPT1_ICL
72,72,19,llama3,coral,breastca,PROMPT1_ICL
73,73,19,llama3,coral,breastca,PROMPT1_ICL
74,74,23,llama3,coral,breastca,PROMPT1_ICL
75,75,26,llama3,coral,breastca,PROMPT1_ICL
76,76,20,llama3,coral,breastca,PROMPT1_ICL
77,77,26,llama3,coral,breastca,PROMPT1_ICL
78,78,24,llama3,coral,breastca,PROMPT1_ICL
79,79,16,llama3,coral,breastca,PROMPT1_ICL
80,80,30,llama3,coral,breastca,PROMPT1_ICL
81,81,18,llama3,coral,breastca,PROMPT1_ICL
82,82,17,llama3,coral,breastca,PROMPT1_ICL
83,83,21,llama3,coral,breastca,PROMPT1_ICL
84,84,23,llama3,coral,breastca,PROMPT1_ICL
85,85,23,llama3,coral,breastca,PROMPT1_ICL
86,86,30,llama3,coral,breastca,PROMPT1_ICL
87,87,17,llama3,coral,breastca,PROMPT1_ICL
88,88,18,llama3,coral,breastca,PROMPT1_ICL
89,89,21,llama3,coral,breastca,PROMPT1_ICL
90,90,54,llama3,coral,breastca,PROMPT1_ICL
91,91,23,llama3,coral,breastca,PROMPT1_ICL
92,92,13,llama3,coral,breastca,PROMPT1_ICL
93,93,19,llama3,coral,breastca,PROMPT1_ICL
94,94,29,llama3,coral,breastca,PROMPT1_ICL
95,95,35,llama3,coral,breastca,PROMPT1_ICL
96,96,26,llama3,coral,breastca,PROMPT1_ICL
97,97,35,llama3,coral,breastca,PROMPT1_ICL
98,98,15,llama3,coral,breastca,PROMPT1_ICL
99,99,19,llama3,coral,breastca,PROMPT1_ICL
100,100,35,llama3,coral,breastca,PROMPT1_ICL
101,101,33,llama3,coral,breastca,PROMPT1_ICL
102,102,22,llama3,coral,breastca,PROMPT1_ICL
103,103,27,llama3,coral,breastca,PROMPT1_ICL
104,104,41,llama3,coral,breastca,PROMPT1_ICL
105,105,24,llama3,coral,breastca,PROMPT1_ICL
106,106,23,llama3,coral,breastca,PROMPT1_ICL
107,107,21,llama3,coral,breastca,PROMPT1_ICL
108,108,21,llama3,coral,breastca,PROMPT1_ICL
109,109,19,llama3,coral,breastca,PROMPT1_ICL
110,110,20,llama3,coral,breastca,PROMPT1_ICL
111,111,25,llama3,coral,breastca,PROMPT1_ICL
112,112,24,llama3,coral,breastca,PROMPT1_ICL
113,113,34,llama3,coral,breastca,PROMPT1_ICL
114,114,32,llama3,coral,breastca,PROMPT1_ICL
115,115,20,llama3,coral,breastca,PROMPT1_ICL
116,116,30,llama3,coral,breastca,PROMPT1_ICL
117,117,15,llama3,coral,breastca,PROMPT1_ICL
118,118,22,llama3,coral,breastca,PROMPT1_ICL
119,119,22,llama3,coral,breastca,PROMPT1_ICL
120,120,28,llama3,coral,breastca,PROMPT1_ICL
121,121,34,llama3,coral,breastca,PROMPT1_ICL
122,122,28,llama3,coral,breastca,PROMPT1_ICL
123,123,22,llama3,coral,breastca,PROMPT1_ICL
124,124,19,llama3,coral,breastca,PROMPT1_ICL
125,125,30,llama3,coral,breastca,PROMPT1_ICL
126,126,15,llama3,coral,breastca,PROMPT1_ICL
127,127,27,llama3,coral,breastca,PROMPT1_ICL
128,128,32,llama3,coral,breastca,PROMPT1_ICL
129,129,24,llama3,coral,breastca,PROMPT1_ICL
130,130,859,llama3,coral,breastca,PROMPT1_ICL
131,131,36,llama3,coral,breastca,PROMPT1_ICL
132,132,19,llama3,coral,breastca,PROMPT1_ICL
133,133,40,llama3,coral,breastca,PROMPT1_ICL
134,134,24,llama3,coral,breastca,PROMPT1_ICL
135,135,24,llama3,coral,breastca,PROMPT1_ICL
136,136,25,llama3,coral,breastca,PROMPT1_ICL
137,137,23,llama3,coral,breastca,PROMPT1_ICL
138,138,21,llama3,coral,breastca,PROMPT1_ICL
